,adv_3y,adv_count,adv_end,adv_first,adv_place,adv_points,adv_start,als_3y,als_count,als_end,als_first,als_place,als_points,als_start,division,end_date,id,int_count,int_end,int_first,int_place,int_points,int_start,nov_count,nov_end,nov_first,nov_place,nov_points,nov_start,region,role
3922,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2013,6869.0,0.0,,0.0,0.0,0.0,,3.0,September 2013,0.0,0.0,6.0,May 2012,East Coast,leader
3923,1.0,4.0,July 2016,0.0,0.0,7.0,October 2013,0.0,0.0,,0.0,0.0,0.0,,Advanced,July 2016,6870.0,13.0,May 2013,1.0,1.0,30.0,September 2011,6.0,May 2011,0.0,3.0,27.0,March 2010,East Coast,leader
3924,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2015,6879.0,1.0,July 2015,0.0,0.0,1.0,July 2015,3.0,June 2013,0.0,1.0,17.0,October 2009,East Coast,follower
3925,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,March 2010,6880.0,0.0,,0.0,0.0,0.0,,3.0,March 2010,0.0,1.0,15.0,May 2009,East Coast,leader
3926,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6881.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,1.0,May 2009,East Coast,leader
3927,17.0,11.0,November 2017,0.0,0.0,17.0,March 2016,0.0,0.0,,0.0,0.0,0.0,,Advanced,November 2017,6882.0,9.0,November 2015,1.0,3.0,35.0,May 2014,5.0,August 2012,1.0,1.0,19.0,May 2009,East Coast,leader
3928,1.0,1.0,May 2016,0.0,0.0,1.0,May 2016,0.0,0.0,,0.0,0.0,0.0,,Advanced,May 2016,6883.0,6.0,January 2016,1.0,3.0,37.0,January 2015,6.0,August 2014,0.0,1.0,16.0,May 2009,East Coast,leader
3929,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6884.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,1.0,May 2009,East Coast,leader
3930,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6885.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,1.0,8.0,May 2009,East Coast,follower
3931,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2017,6886.0,9.0,November 2017,1.0,1.0,20.0,September 2013,5.0,July 2012,1.0,1.0,17.0,May 2011,West Coast,leader
3932,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6887.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,4.0,May 2009,East Coast,follower
3933,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6889.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,1.0,May 2009,East Coast,follower
3934,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2013,6890.0,0.0,,0.0,0.0,0.0,,6.0,September 2013,1.0,0.0,15.0,May 2009,East Coast,follower
3935,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6891.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,1.0,May 2009,East Coast,follower
3936,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6892.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,4.0,May 2009,West Coast,leader
3937,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6893.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,2.0,May 2009,West Coast,leader
3938,1.0,16.0,January 2016,1.0,4.0,62.0,September 2012,16.0,5.0,September 2017,0.0,1.0,16.0,February 2017,All-Star,September 2017,6894.0,11.0,September 2012,0.0,1.0,19.0,January 2011,5.0,December 2010,1.0,2.0,20.0,May 2009,West Coast,leader
3939,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2013,6895.0,2.0,September 2013,0.0,0.0,6.0,September 2011,4.0,July 2011,0.0,2.0,24.0,September 2009,East Coast,leader
3940,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 2012,6896.0,0.0,,0.0,0.0,0.0,,6.0,February 2012,0.0,1.0,13.0,May 2009,West Coast,follower
3941,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6897.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,1.0,6.0,May 2009,West Coast,follower
3942,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2009,6898.0,0.0,,0.0,0.0,0.0,,1.0,October 2009,0.0,0.0,2.0,October 2009,East Coast,follower
3943,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2009,6899.0,0.0,,0.0,0.0,0.0,,3.0,September 2009,0.0,0.0,4.0,May 2009,West Coast,follower
3944,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,August 2017,6906.0,6.0,August 2017,0.0,0.0,13.0,November 2011,5.0,January 2011,0.0,2.0,23.0,May 2009,East Coast,leader
3945,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2012,6907.0,0.0,,0.0,0.0,0.0,,4.0,May 2012,0.0,0.0,6.0,May 2009,Midwest,leader
3946,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2015,6908.0,0.0,,0.0,0.0,0.0,,3.0,September 2015,1.0,2.0,23.0,May 2009,East Coast,follower
3947,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2012,6909.0,0.0,,0.0,0.0,0.0,,2.0,August 2012,0.0,1.0,9.0,May 2009,East Coast,follower
3948,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2010,6911.0,0.0,,0.0,0.0,0.0,,6.0,July 2010,1.0,1.0,23.0,May 2009,East Coast,follower
3949,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2011,6912.0,0.0,,0.0,0.0,0.0,,2.0,August 2011,0.0,0.0,2.0,May 2009,Midwest,follower
3950,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 2015,6913.0,3.0,February 2015,1.0,1.0,13.0,September 2011,1.0,May 2009,0.0,0.0,1.0,May 2009,East Coast,follower
3951,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,6914.0,0.0,,0.0,0.0,0.0,,2.0,July 2009,0.0,0.0,3.0,May 2009,East Coast,follower
3952,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2012,6915.0,2.0,November 2012,0.0,0.0,2.0,January 2012,5.0,November 2011,0.0,2.0,21.0,May 2009,East Coast,follower
3953,0.0,13.0,November 2015,1.0,2.0,47.0,June 2013,26.0,11.0,November 2017,0.0,1.0,26.0,February 2016,All-Star,November 2017,6916.0,5.0,November 2012,1.0,3.0,33.0,November 2011,4.0,January 2010,0.0,2.0,22.0,May 2009,West Coast,follower
3954,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2013,6920.0,6.0,May 2013,0.0,1.0,11.0,September 2011,8.0,May 2011,0.0,1.0,23.0,May 2009,West Coast,follower
3955,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2014,6921.0,3.0,October 2014,0.0,1.0,11.0,November 2010,6.0,October 2010,0.0,2.0,20.0,May 2009,West Coast,follower
3956,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6922.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,1.0,May 2009,West Coast,follower
3957,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2009,6923.0,0.0,,0.0,0.0,0.0,,1.0,May 2009,0.0,0.0,1.0,May 2009,West Coast,follower
3958,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2016,6924.0,2.0,July 2016,0.0,0.0,7.0,August 2015,10.0,May 2014,0.0,1.0,15.0,May 2009,West Coast,follower
3959,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2009,6925.0,0.0,,0.0,0.0,0.0,,4.0,October 2009,0.0,1.0,12.0,May 2009,West Coast,follower
3960,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,January 2010,6926.0,0.0,,0.0,0.0,0.0,,4.0,January 2010,1.0,0.0,17.0,June 2009,East Coast,leader
3961,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6927.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,0.0,4.0,June 2009,East Coast,leader
3962,6.0,3.0,November 2017,0.0,0.0,6.0,August 2016,0.0,0.0,,0.0,0.0,0.0,,Advanced,November 2017,6928.0,16.0,June 2016,0.0,0.0,30.0,April 2013,15.0,September 2012,1.0,4.0,60.0,June 2009,East Coast,leader
3963,0.0,1.0,May 2013,0.0,0.0,3.0,May 2013,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2013,6929.0,3.0,August 2010,0.0,0.0,12.0,June 2010,5.0,May 2010,1.0,0.0,20.0,June 2009,East Coast,follower
3964,33.0,11.0,October 2017,1.0,2.0,43.0,July 2013,0.0,0.0,,0.0,0.0,0.0,,Advanced,October 2017,6930.0,5.0,August 2012,1.0,4.0,34.0,January 2011,4.0,October 2010,1.0,2.0,23.0,June 2009,East Coast,leader
3965,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2017,6933.0,0.0,,0.0,0.0,0.0,,3.0,June 2017,0.0,0.0,4.0,July 2015,East Coast,leader
3966,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2014,6934.0,0.0,,0.0,0.0,0.0,,1.0,October 2014,0.0,1.0,6.0,October 2014,East Coast,follower
3967,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Advanced,November 2014,6935.0,16.0,November 2014,1.0,2.0,34.0,June 2011,3.0,March 2011,1.0,2.0,21.0,July 2009,East Coast,follower
3968,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,January 2017,6936.0,1.0,January 2017,0.0,0.0,1.0,January 2017,8.0,June 2016,0.0,2.0,22.0,August 2013,East Coast,follower
3969,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2010,6937.0,0.0,,0.0,0.0,0.0,,2.0,August 2010,0.0,0.0,2.0,August 2009,Europe,leader
3970,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2012,6938.0,0.0,,0.0,0.0,0.0,,4.0,January 2012,0.0,0.0,10.0,May 2009,East Coast,follower
3971,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2017,6939.0,2.0,September 2017,0.0,0.0,6.0,September 2016,4.0,September 2014,0.0,2.0,20.0,May 2009,East Coast,follower
3972,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2012,6940.0,0.0,,0.0,0.0,0.0,,3.0,August 2012,0.0,0.0,6.0,May 2010,East Coast,leader
3973,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2014,6945.0,1.0,November 2014,0.0,0.0,1.0,November 2014,7.0,January 2012,0.0,2.0,24.0,July 2009,East Coast,follower
3974,0.0,13.0,May 2014,1.0,6.0,82.0,July 2011,3.0,18.0,June 2017,1.0,0.0,41.0,October 2012,All-Star,June 2017,6946.0,6.0,May 2011,1.0,1.0,23.0,April 2010,1.0,June 2009,0.0,1.0,10.0,June 2009,East Coast,leader
3975,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6947.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,0.0,1.0,June 2009,East Coast,leader
3976,0.0,16.0,May 2014,1.0,3.0,69.0,June 2011,98.0,34.0,October 2017,1.0,6.0,139.0,September 2013,All-Star,October 2017,6948.0,6.0,April 2011,0.0,1.0,25.0,April 2010,3.0,March 2010,1.0,3.0,31.0,June 2009,Europe,follower
3977,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6949.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,1.0,8.0,June 2009,East Coast,follower
3978,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2015,6950.0,6.0,July 2015,1.0,1.0,17.0,May 2013,3.0,May 2010,0.0,3.0,24.0,June 2009,East Coast,follower
3979,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6951.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,0.0,1.0,June 2009,East Coast,follower
3980,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6952.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,0.0,1.0,June 2009,East Coast,follower
3981,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2017,6953.0,3.0,July 2017,0.0,0.0,5.0,September 2014,9.0,July 2016,0.0,0.0,16.0,June 2009,Europe,leader
3982,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2009,6954.0,0.0,,0.0,0.0,0.0,,3.0,August 2009,0.0,1.0,8.0,June 2009,Midwest,leader
3983,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2017,6955.0,0.0,,0.0,0.0,0.0,,2.0,July 2017,0.0,0.0,5.0,June 2009,Midwest,leader
3984,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2011,6956.0,0.0,,0.0,0.0,0.0,,3.0,July 2011,0.0,0.0,6.0,June 2009,Midwest,leader
3985,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6957.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,1.0,8.0,June 2009,Midwest,follower
3986,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2009,6958.0,0.0,,0.0,0.0,0.0,,2.0,August 2009,0.0,0.0,3.0,June 2009,Midwest,follower
3987,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6959.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,0.0,1.0,June 2009,Midwest,follower
3988,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2011,6960.0,0.0,,0.0,0.0,0.0,,3.0,June 2011,0.0,0.0,3.0,July 2009,Midwest,leader
3989,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,6961.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,1.0,6.0,July 2009,Midwest,follower
3990,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,June 2011,6962.0,0.0,,0.0,0.0,0.0,,5.0,June 2011,1.0,1.0,25.0,July 2009,Midwest,follower
3991,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,6963.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,1.0,July 2009,Midwest,follower
3992,20.0,17.0,September 2017,1.0,1.0,39.0,January 2013,0.0,0.0,,0.0,0.0,0.0,,Advanced,September 2017,6965.0,9.0,January 2013,1.0,2.0,31.0,January 2012,6.0,June 2011,0.0,2.0,21.0,September 2010,East Coast,leader
3993,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2012,6966.0,0.0,,0.0,0.0,0.0,,1.0,July 2012,0.0,0.0,1.0,July 2012,East Coast,leader
3994,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2013,6967.0,0.0,,0.0,0.0,0.0,,2.0,July 2013,0.0,0.0,2.0,July 2010,East Coast,follower
3995,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,November 2013,6968.0,1.0,November 2013,0.0,0.0,1.0,November 2013,2.0,January 2013,1.0,2.0,18.0,January 2012,East Coast,follower
3996,0.0,9.0,February 2014,1.0,1.0,33.0,August 2012,4.0,6.0,September 2016,1.0,1.0,20.0,December 2011,All-Star,September 2016,6969.0,5.0,August 2011,1.0,1.0,20.0,July 2010,4.0,April 2010,1.0,1.0,17.0,October 2008,West Coast,follower
3997,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2012,6970.0,0.0,,0.0,0.0,0.0,,2.0,July 2012,0.0,1.0,7.0,January 2012,East Coast,follower
3998,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,6971.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,2.0,July 2009,East Coast,leader
3999,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2011,6972.0,2.0,October 2011,0.0,0.0,2.0,April 2010,2.0,May 2010,1.0,1.0,20.0,July 2009,West Coast,follower
4000,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2017,6973.0,2.0,October 2017,0.0,0.0,5.0,January 2017,3.0,May 2015,0.0,1.0,16.0,July 2009,East Coast,follower
4001,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2009,6974.0,0.0,,0.0,0.0,0.0,,1.0,August 2009,0.0,0.0,1.0,August 2009,Europe,follower
4002,0.0,9.0,May 2015,0.0,2.0,30.0,February 2012,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2015,6975.0,7.0,November 2011,1.0,2.0,27.0,February 2011,4.0,October 2010,0.0,3.0,25.0,January 2010,Midwest,leader
4003,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2011,6981.0,0.0,,0.0,0.0,0.0,,2.0,July 2011,0.0,0.0,2.0,October 2009,Midwest,follower
4004,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2017,6984.0,0.0,,0.0,0.0,0.0,,1.0,October 2017,0.0,0.0,1.0,October 2017,Midwest,follower
4005,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2010,6985.0,0.0,,0.0,0.0,0.0,,2.0,September 2010,1.0,1.0,11.0,July 2009,Midwest,follower
4006,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,6986.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,1.0,July 2009,Midwest,follower
4007,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,6987.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,1.0,July 2009,Midwest,follower
4008,0.0,12.0,November 2011,1.0,4.0,54.0,May 2010,0.0,3.0,October 2013,0.0,0.0,4.0,December 2011,Advanced,October 2013,6988.0,5.0,April 2010,1.0,3.0,31.0,January 2010,5.0,November 2009,1.0,2.0,20.0,June 2009,West Coast,leader
4009,0.0,16.0,October 2013,1.0,4.0,53.0,June 2011,1.0,3.0,April 2016,0.0,0.0,4.0,July 2014,All-Star,April 2016,6989.0,6.0,January 2011,0.0,2.0,28.0,March 2010,3.0,October 2009,1.0,2.0,20.0,June 2009,West Coast,leader
4010,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6990.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,0.0,1.0,June 2009,West Coast,leader
4011,1.0,8.0,February 2016,0.0,1.0,25.0,January 2011,0.0,0.0,,0.0,0.0,0.0,,Intermediate,February 2016,6991.0,7.0,January 2011,1.0,2.0,28.0,May 2010,5.0,January 2010,1.0,3.0,33.0,June 2009,West Coast,leader
4012,28.0,11.0,August 2017,1.0,1.0,37.0,October 2012,0.0,0.0,,0.0,0.0,0.0,,Advanced,August 2017,6992.0,11.0,January 2012,1.0,2.0,31.0,March 2010,5.0,November 2009,1.0,2.0,21.0,June 2009,West Coast,leader
4013,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2009,6993.0,0.0,,0.0,0.0,0.0,,1.0,June 2009,0.0,1.0,8.0,June 2009,West Coast,follower
4014,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2009,6994.0,0.0,,0.0,0.0,0.0,,1.0,October 2009,0.0,0.0,1.0,October 2009,East Coast,follower
4015,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2011,6995.0,0.0,,0.0,0.0,0.0,,2.0,June 2011,0.0,0.0,2.0,September 2010,West Coast,follower
4016,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,June 2012,6997.0,1.0,June 2012,0.0,0.0,1.0,June 2012,6.0,January 2012,0.0,2.0,24.0,March 2010,West Coast,follower
4017,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,October 2015,7006.0,0.0,,0.0,0.0,0.0,,7.0,October 2015,0.0,1.0,16.0,July 2010,East Coast,follower
4018,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,April 2017,7009.0,5.0,April 2017,0.0,1.0,14.0,September 2015,7.0,December 2013,0.0,1.0,22.0,July 2009,East Coast,follower
4019,0.0,3.0,July 2015,0.0,0.0,8.0,March 2014,0.0,0.0,,0.0,0.0,0.0,,Advanced,July 2015,7010.0,9.0,July 2013,1.0,3.0,36.0,May 2011,3.0,July 2010,1.0,2.0,22.0,March 2010,West Coast,leader
4020,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2017,7011.0,3.0,September 2017,0.0,0.0,3.0,July 2012,6.0,September 2011,0.0,3.0,21.0,September 2009,West Coast,leader
4021,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2016,7012.0,0.0,,0.0,0.0,0.0,,4.0,July 2016,0.0,0.0,9.0,August 2011,West Coast,leader
4022,0.0,26.0,October 2015,1.0,5.0,96.0,August 2011,12.0,12.0,May 2017,1.0,3.0,38.0,December 2013,All-Star,May 2017,7014.0,5.0,July 2011,1.0,3.0,28.0,February 2011,1.0,October 2010,0.0,1.0,6.0,October 2010,West Coast,leader
4023,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2017,7015.0,1.0,July 2017,0.0,0.0,1.0,July 2017,7.0,March 2017,1.0,2.0,23.0,September 2010,West Coast,follower
4024,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Advanced,May 2013,7016.0,7.0,May 2013,1.0,3.0,33.0,September 2010,5.0,August 2010,1.0,2.0,22.0,September 2009,West Coast,follower
4025,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,July 2017,7017.0,9.0,July 2017,0.0,2.0,26.0,July 2015,5.0,July 2014,0.0,2.0,24.0,November 2013,West Coast,follower
4026,6.0,13.0,April 2017,1.0,1.0,45.0,November 2012,4.0,2.0,October 2017,0.0,0.0,4.0,September 2016,All-Star,October 2017,7020.0,8.0,July 2012,0.0,3.0,35.0,August 2009,3.0,August 2009,1.0,3.0,31.0,July 2009,West Coast,leader
4027,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2009,7021.0,0.0,,0.0,0.0,0.0,,2.0,August 2009,1.0,1.0,11.0,July 2009,West Coast,follower
4028,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2011,7022.0,4.0,July 2011,1.0,0.0,15.0,July 2010,1.0,July 2009,1.0,1.0,10.0,July 2009,Europe,leader
4029,0.0,15.0,May 2015,1.0,1.0,49.0,May 2012,9.0,10.0,March 2016,1.0,0.0,30.0,April 2014,All-Star,March 2016,7023.0,7.0,April 2012,1.0,1.0,34.0,June 2011,5.0,September 2010,1.0,2.0,26.0,July 2009,Europe,leader
4030,2.0,6.0,April 2016,0.0,0.0,10.0,August 2013,0.0,0.0,,0.0,0.0,0.0,,Advanced,April 2016,7024.0,10.0,May 2013,1.0,1.0,35.0,November 2010,5.0,October 2010,1.0,2.0,21.0,July 2009,Europe,leader
4031,0.0,9.0,November 2015,1.0,4.0,49.0,July 2013,23.0,7.0,November 2017,1.0,1.0,23.0,May 2016,All-Star,November 2017,7025.0,5.0,July 2013,1.0,3.0,31.0,August 2012,5.0,August 2012,0.0,2.0,22.0,July 2009,Europe,leader
4032,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,7026.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,1.0,July 2009,Europe,leader
4033,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,7027.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,1.0,July 2009,Europe,leader
4034,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 2009,7028.0,0.0,,0.0,0.0,0.0,,1.0,July 2009,0.0,0.0,1.0,July 2009,Europe,leader
4035,0.0,13.0,September 2012,1.0,3.0,49.0,April 2012,10.0,7.0,November 2016,0.0,0.0,13.0,July 2014,All-Star,November 2016,7029.0,5.0,November 2011,0.0,3.0,30.0,January 2011,4.0,August 2010,0.0,2.0,21.0,July 2009,East Coast,leader
4036,7.0,19.0,August 2016,1.0,0.0,45.0,March 2012,5.0,2.0,July 2017,0.0,0.0,5.0,May 2017,All-Star,July 2017,7030.0,4.0,July 2011,1.0,1.0,20.0,August 2010,2.0,March 2010,1.0,2.0,23.0,July 2009,Europe,follower
